"Œﬂ≤›ƒñºèÃ","ãóó£(m)","Çwç¿ïW(m)","Çxç¿ïW(m)","çÇÇ≥(m)","ï˚à (deg)","ÀﬂØ¡›∏ﬁ(deg)"
"5515+1.000      ",1321,-173093.203569941,-2200.02042145886,59.4059879519123,308.037694474012,1.52370843111758
"5515+0.000      ",1322,-173092.587390173,-2200.80802700279,59.4325879519123,308.037694474012,1.52370843111758
"5514+9.000      ",1323,-173091.971210404,-2201.59563254671,59.4591879519123,308.037694474012,1.52370843111758
"5514+8.000      ",1324,-173091.355030636,-2202.38323809063,59.4857879519123,308.037694474012,1.52370843111758
"5514+7.000      ",1325,-173090.738850867,-2203.17084363455,59.5123879519123,308.037694474012,1.52370843111758
"5514+6.000      ",1326,-173090.122671099,-2203.95844917848,59.5389879519123,308.037694474012,1.52370843111758
"5514+5.000      ",1327,-173089.50649133,-2204.7460547224,59.5655879519123,308.037694474012,1.52370843111758
"5514+4.000      ",1328,-173088.890311561,-2205.53366026632,59.5921879519123,308.037694474012,1.52370843111758
"5514+3.000      ",1329,-173088.274131793,-2206.32126581024,59.6187879519123,308.037694474012,1.52370843111758
"5514+2.000      ",1330,-173087.657952024,-2207.10887135417,59.6453879519123,308.037694474012,1.52370843111758
"5514+1.000      ",1331,-173087.041772256,-2207.89647689809,59.6719879519123,308.037694474012,1.52370843111758
"55+140          ",1332,-173086.425592487,-2208.68408244201,59.6985879519123,308.037694474012,1.52370843111758
"55+140          ",1332.00000132831,-173086.425591669,-2208.6840834882,59.6985879872453,308.037694474012,1.52370843111758
